Fwd Packet Length Min,Fwd Packet Length Mean,Flow IAT Mean,Fwd IAT Max,Bwd Packets/s,Packet Length Min,Avg Fwd Segment Size,Label,Class
6.0,6.0,4359590.5,17145472.0,0.041705336,6.0,6.0,Syn,Attack
440.0,440.0,5.8,48.0,0.0,440.0,440.0,DrDoS_NTP,Attack
6.0,6.0,6867370.0,17994876.0,0.0,6.0,6.0,Syn,Attack
46.0,46.0,6931.3335,3.0,96.18159,46.0,46.0,Benign,Benign
0.0,28.903225,1997491.9,10046782.0,0.2416824,0.0,28.903225,Benign,Benign
31.0,31.0,7077.6665,2.0,94.193,31.0,31.0,Benign,Benign
440.0,440.0,10.590164,66.0,0.0,440.0,440.0,DrDoS_NTP,Attack
516.0,516.0,425294.0,1275366.0,0.0,516.0,516.0,TFTP,Attack
6.0,6.0,33.333332,53.0,20000.0,6.0,6.0,Syn,Attack
6.0,18.5,18354.0,91763.0,21.793615,6.0,18.5,Benign,Benign
440.0,440.0,632.0,1651.0,0.0,440.0,440.0,DrDoS_NTP,Attack
43.0,43.0,6976.0,3.0,95.56575,43.0,43.0,Benign,Benign
80.0,368.0,28.333334,150.0,0.0,80.0,368.0,DrDoS_NTP,Attack
6.0,6.0,4333871.5,18584008.0,0.051275685,6.0,6.0,Syn,Attack
44.0,44.0,6874.3335,3.0,96.9791,44.0,44.0,Benign,Benign
6.0,32.25,196.33333,584.0,0.0,6.0,32.25,Benign,Benign
0.0,0.0,57569.0,0.0,17.37046,0.0,0.0,Benign,Benign
440.0,440.0,34.70854,435.0,0.0,440.0,440.0,DrDoS_NTP,Attack
40.0,40.0,6961.6665,3.0,95.76251,40.0,40.0,Benign,Benign
405.0,405.0,1.0,1.0,0.0,405.0,405.0,DrDoS_MSSQL,Attack
47.0,47.0,18493.0,5.0,36.049675,47.0,47.0,Benign,Benign
6.0,6.0,2285333.8,10032064.0,0.21878643,0.0,6.0,Benign,Benign
0.0,0.0,95.5,0.0,10471.204,0.0,0.0,Benign,Benign
47.0,47.0,6867.6665,2.0,97.07324,47.0,47.0,Benign,Benign
80.0,320.0,19.6,94.0,0.0,80.0,320.0,DrDoS_NTP,Attack
39.0,39.0,6961.6665,3.0,95.76251,39.0,39.0,Benign,Benign
516.0,516.0,1199964.4,2999979.0,0.0,516.0,516.0,TFTP,Attack
440.0,440.0,17.153847,94.0,0.0,440.0,440.0,DrDoS_NTP,Attack
516.0,516.0,1001113.0,3003337.0,0.0,516.0,516.0,TFTP,Attack
0.0,0.0,40835.0,0.0,24.488796,0.0,0.0,Benign,Benign
482.0,482.0,50.0,50.0,0.0,482.0,482.0,MSSQL,Attack
516.0,516.0,667202.7,2001606.0,0.0,516.0,516.0,TFTP,Attack
440.0,440.0,12.484848,198.0,0.0,440.0,440.0,DrDoS_NTP,Attack
6.0,6.0,99.5,0.0,10050.251,6.0,6.0,Benign,Benign
152.0,423.05884,695.24243,2643.0,0.0,152.0,423.05884,DrDoS_NTP,Attack
35.0,35.0,7266.3335,3.0,91.74733,35.0,35.0,Benign,Benign
0.0,0.0,840290.8,5000587.0,0.39668804,0.0,0.0,Benign,Benign
0.0,0.0,83.0,0.0,12048.192,0.0,0.0,Benign,Benign
31.0,31.0,6907.6665,3.0,96.51112,31.0,31.0,Benign,Benign
440.0,440.0,13.069565,159.0,0.0,440.0,440.0,DrDoS_NTP,Attack
224.0,428.0,240.31429,2018.0,0.0,224.0,428.0,DrDoS_NTP,Attack
58.0,58.0,6879.6665,3.0,96.90392,58.0,58.0,Benign,Benign
0.0,0.0,5770.0,0.0,173.31023,0.0,0.0,Benign,Benign
440.0,440.0,59240.0,177718.0,0.0,440.0,440.0,DrDoS_NTP,Attack
516.0,516.0,1199917.0,3000321.0,0.0,516.0,516.0,TFTP,Attack
0.0,30.75,42.666668,123.0,0.0,0.0,30.75,Benign,Benign
0.0,87.066666,2163389.8,58509836.0,0.21399887,0.0,87.066666,Benign,Benign
32.0,32.0,6941.0,3.0,96.04764,32.0,32.0,Benign,Benign
368.0,436.21054,27.108109,547.0,0.0,368.0,436.21054,DrDoS_NTP,Attack
31.0,31.0,6970.3335,3.0,95.64344,31.0,31.0,Benign,Benign
41.0,41.0,15580.667,3.0,42.78807,41.0,41.0,Benign,Benign
6.0,6.0,13580.25,54318.0,36.818172,6.0,6.0,Benign,Benign
516.0,516.0,999765.7,2999295.0,0.0,516.0,516.0,TFTP,Attack
45.0,45.0,6861.6665,3.0,97.15813,45.0,45.0,Benign,Benign
152.0,392.0,678.0909,6766.0,0.0,152.0,392.0,DrDoS_NTP,Attack
0.0,337.05884,2339.111,29450.0,237.50713,0.0,337.05884,Benign,Benign
516.0,516.0,1000018.0,3000008.0,0.0,516.0,516.0,TFTP,Attack
330.0,349.5,36358.0,109072.0,0.0,330.0,349.5,DrDoS_UDP,Attack
22.0,22.0,83629.4,418138.0,0.0,22.0,22.0,Benign,Benign
80.0,431.0,19.050632,151.0,0.0,80.0,431.0,DrDoS_NTP,Attack
296.0,432.42105,6.675676,43.0,0.0,296.0,432.42105,DrDoS_NTP,Attack
0.0,0.0,119.5,0.0,8368.201,0.0,0.0,Benign,Benign
0.0,33.612904,1988225.2,10063328.0,0.24280882,0.0,33.612904,Benign,Benign
0.0,0.0,813694.75,2.0,1.0924107,0.0,0.0,Benign,Benign
6.0,6.0,28.5,0.0,35087.72,6.0,6.0,Benign,Benign
6.0,6.0,3565202.5,12856552.0,0.062330883,6.0,6.0,Syn,Attack
6.0,6.0,41793.0,0.0,23.927452,6.0,6.0,Benign,Benign
0.0,23.0,12436.8,62179.0,32.162613,0.0,23.0,Benign,Benign
6.0,58.0,6328.6313,52962.0,99.79708,6.0,58.0,Benign,Benign
531.0,531.0,2.0,2.0,0.0,531.0,531.0,MSSQL,Attack
516.0,516.0,999497.3,2998491.0,0.0,516.0,516.0,TFTP,Attack
0.0,0.0,61192.0,0.0,16.342005,0.0,0.0,Benign,Benign
440.0,440.0,6.243902,50.0,0.0,440.0,440.0,DrDoS_NTP,Attack
6.0,6.0,7.5,0.0,133333.33,6.0,6.0,Benign,Benign
6.0,6.0,50.5,0.0,19801.98,6.0,6.0,Benign,Benign
30.0,30.0,11230.0,1.0,59.364796,30.0,30.0,Benign,Benign
440.0,440.0,23.68421,902.0,0.0,440.0,440.0,DrDoS_NTP,Attack
6.0,6.0,7001502.5,21458524.0,0.0,6.0,6.0,Syn,Attack
6.0,6.0,2333327.0,13137608.0,0.1587306,6.0,6.0,Syn,Attack
32.0,32.0,7247.0,3.0,91.99209,32.0,32.0,Benign,Benign
516.0,516.0,1393387.2,3112201.0,0.0,516.0,516.0,TFTP,Attack
33.0,33.0,6992.3335,3.0,95.34252,33.0,33.0,Benign,Benign
0.0,0.0,51.5,0.0,19417.477,0.0,0.0,Benign,Benign
516.0,516.0,1042418.7,3127253.0,0.0,516.0,516.0,TFTP,Attack
0.0,0.0,24896.0,0.0,40.167095,0.0,0.0,Benign,Benign
0.0,0.0,798045.3,1.0,1.1138326,0.0,0.0,Benign,Benign
0.0,0.0,258608.0,0.0,3.8668563,0.0,0.0,Benign,Benign
6.0,6.0,2809756.5,22000104.0,0.13558199,6.0,6.0,Syn,Attack
0.0,0.0,1.6666666,3.0,0.0,0.0,0.0,Benign,Benign
330.0,349.5,35276.0,105779.0,0.0,330.0,349.5,DrDoS_UDP,Attack
50.0,50.0,6853.0,1.0,97.281,50.0,50.0,Benign,Benign
440.0,440.0,595.9429,19117.0,0.0,440.0,440.0,DrDoS_NTP,Attack
440.0,440.0,6.4221106,251.0,0.0,440.0,440.0,DrDoS_NTP,Attack
516.0,516.0,999253.3,2997759.0,0.0,516.0,516.0,TFTP,Attack
44.0,44.0,6894.0,3.0,96.702446,44.0,44.0,Benign,Benign
516.0,516.0,1199808.2,2999887.0,0.0,516.0,516.0,TFTP,Attack
0.0,109.42857,60040.875,412844.0,4.1638303,0.0,109.42857,Benign,Benign
0.0,0.0,1.0,1.0,0.0,0.0,0.0,Benign,Benign
0.0,0.0,16.333334,1.0,40816.33,0.0,0.0,UDP-lag,Attack
516.0,516.0,1285699.4,3003445.0,0.0,516.0,516.0,TFTP,Attack
516.0,516.0,1200186.6,3000612.0,0.0,516.0,516.0,TFTP,Attack
516.0,516.0,1000100.0,3000299.0,0.0,516.0,516.0,TFTP,Attack
45.0,45.0,6942.3335,3.0,96.02919,45.0,45.0,Benign,Benign
516.0,516.0,514061.0,1705740.0,0.0,516.0,516.0,TFTP,Attack
0.0,0.0,6406520.5,19219560.0,0.0,0.0,0.0,UDP-lag,Attack
296.0,434.0,11.234042,73.0,0.0,296.0,434.0,DrDoS_NTP,Attack
6.0,18.5,1.0,1.0,0.0,6.0,18.5,Benign,Benign
0.0,0.0,103.0,0.0,9708.738,0.0,0.0,Benign,Benign
440.0,440.0,19.035175,335.0,0.0,440.0,440.0,DrDoS_NTP,Attack
0.0,0.0,38384.0,0.0,26.052523,0.0,0.0,Benign,Benign
6.0,6.0,102.0,203.0,0.0,6.0,6.0,Benign,Benign
35.0,35.0,6944.6665,1.0,95.996925,35.0,35.0,Benign,Benign
29.0,29.0,7060.6665,3.0,94.41979,29.0,29.0,Benign,Benign
0.0,15.333333,31974.111,249289.0,13.900134,0.0,15.333333,Benign,Benign
330.0,349.5,36337.332,109010.0,0.0,330.0,349.5,UDP-lag,Attack
0.0,0.0,78.5,0.0,12738.854,0.0,0.0,Benign,Benign
80.0,431.42856,6.0240965,45.0,0.0,80.0,431.42856,DrDoS_NTP,Attack
440.0,440.0,404.0,1208.0,0.0,440.0,440.0,DrDoS_NTP,Attack
6.0,6.0,0.5,0.0,2000000.0,6.0,6.0,Benign,Benign
516.0,516.0,36578.855,119885.0,0.0,516.0,516.0,TFTP,Attack
60.0,60.0,6883.0,3.0,96.85699,60.0,60.0,Benign,Benign
440.0,440.0,15.521739,254.0,0.0,440.0,440.0,DrDoS_NTP,Attack
80.0,388.57144,5.5384617,44.0,0.0,80.0,388.57144,DrDoS_NTP,Attack
6.0,6.0,5038393.0,18727958.0,0.030534767,6.0,6.0,Syn,Attack
36.0,36.0,6921.3335,3.0,96.32056,36.0,36.0,Benign,Benign
440.0,440.0,40.565216,154.0,0.0,440.0,440.0,DrDoS_NTP,Attack
516.0,516.0,1000426.0,3001276.0,0.0,516.0,516.0,TFTP,Attack
274.0,310.75,1041.2667,4064.0,0.0,274.0,310.75,DrDoS_UDP,Attack
516.0,516.0,999655.0,2998920.0,0.0,516.0,516.0,TFTP,Attack
80.0,422.0,25.153847,271.0,0.0,80.0,422.0,DrDoS_NTP,Attack
466.0,466.0,1.0,1.0,0.0,466.0,466.0,MSSQL,Attack
152.0,344.0,208.2,656.0,0.0,152.0,344.0,DrDoS_NTP,Attack
6.0,6.0,91137.336,0.0,10.972452,6.0,6.0,Benign,Benign
516.0,516.0,1000583.3,3001748.0,0.0,516.0,516.0,TFTP,Attack
0.0,0.9230769,2256673.0,10203767.0,0.2215651,0.0,0.9230769,Benign,Benign
330.0,349.5,35452.668,106309.0,0.0,330.0,349.5,DrDoS_UDP,Attack
0.0,20.666666,2.0,2.0,0.0,0.0,20.666666,Benign,Benign
45.0,45.0,6953.3335,2.0,95.87727,45.0,45.0,Benign,Benign
0.0,26.0,1.5,2.0,0.0,0.0,26.0,Benign,Benign
0.0,0.0,2.0,2.0,0.0,0.0,0.0,Benign,Benign
440.0,440.0,1635.2,5259.0,0.0,440.0,440.0,DrDoS_NTP,Attack
32.0,32.0,6861.0,0.0,97.167564,32.0,32.0,Benign,Benign
440.0,440.0,69.36793,562.0,0.0,440.0,440.0,DrDoS_NTP,Attack
0.0,0.0,57799.0,0.0,17.301338,0.0,0.0,Benign,Benign
330.0,359.5,35702.0,107104.0,0.0,330.0,359.5,UDP,Attack
6.0,6.0,90.5,0.0,11049.724,6.0,6.0,Benign,Benign
1464.0,1464.0,2.0,2.0,0.0,1464.0,1464.0,DrDoS_SNMP,Attack
224.0,428.6316,6.756757,48.0,0.0,224.0,428.6316,DrDoS_NTP,Attack
516.0,516.0,1000068.3,3000203.0,0.0,516.0,516.0,TFTP,Attack
29.0,29.0,14975.667,3.0,44.51666,29.0,29.0,Benign,Benign
440.0,440.0,36.113476,2471.0,0.0,440.0,440.0,DrDoS_NTP,Attack
32.0,32.0,18837.666,3.0,35.390087,32.0,32.0,Benign,Benign
80.0,380.0,44.454544,185.0,0.0,80.0,380.0,DrDoS_NTP,Attack
516.0,516.0,1002042.3,3006125.0,0.0,516.0,516.0,TFTP,Attack
516.0,516.0,801168.8,2004630.0,0.0,516.0,516.0,TFTP,Attack
516.0,516.0,1042268.7,3126804.0,0.0,516.0,516.0,TFTP,Attack
22.0,22.0,84454.6,422264.0,0.0,22.0,22.0,Benign,Benign
6.0,6.0,76.5,0.0,13071.8955,6.0,6.0,Benign,Benign
516.0,516.0,1001079.3,3003236.0,0.0,516.0,516.0,TFTP,Attack
440.0,440.0,82.08287,1113.0,0.0,440.0,440.0,DrDoS_NTP,Attack
440.0,440.0,301.0,769.0,0.0,440.0,440.0,DrDoS_NTP,Attack
46.0,46.0,6958.6665,3.0,95.803795,46.0,46.0,Benign,Benign
40.0,40.0,97385.0,4.0,6.845681,40.0,40.0,Benign,Benign
43.0,43.0,15335.667,3.0,43.471645,43.0,43.0,Benign,Benign
80.0,412.30768,33.4,211.0,0.0,80.0,412.30768,DrDoS_NTP,Attack
440.0,440.0,109.9023,1897.0,0.0,440.0,440.0,DrDoS_NTP,Attack
32.0,32.0,15097.0,10.0,44.158882,32.0,32.0,Benign,Benign
0.0,265.875,2917.484,25941.0,176.90895,0.0,265.875,Benign,Benign
1424.0,1424.0,46.0,46.0,0.0,1424.0,1424.0,DrDoS_DNS,Attack
440.0,440.0,44.37186,244.0,0.0,440.0,440.0,DrDoS_NTP,Attack
6.0,6.0,68.5,0.0,14598.54,6.0,6.0,Benign,Benign
516.0,516.0,1000036.3,3000066.0,0.0,516.0,516.0,TFTP,Attack
440.0,440.0,156.37314,5126.0,0.0,440.0,440.0,DrDoS_NTP,Attack
42.0,42.0,6861.3335,3.0,97.16284,42.0,42.0,Benign,Benign
0.0,0.0,57825.5,0.0,17.29341,0.0,0.0,Benign,Benign
440.0,440.0,5.1789474,47.0,0.0,440.0,440.0,DrDoS_NTP,Attack
440.0,440.0,30.8,345.0,0.0,440.0,440.0,DrDoS_NTP,Attack
45.0,45.0,6927.3335,3.0,96.23713,45.0,45.0,Benign,Benign
38.0,38.0,6913.0,2.0,96.43667,38.0,38.0,Benign,Benign
440.0,440.0,2.0,3.0,0.0,440.0,440.0,DrDoS_NTP,Attack
1224.0,1224.0,1.0,1.0,0.0,1224.0,1224.0,DrDoS_SNMP,Attack
440.0,440.0,6.160714,108.0,0.0,440.0,440.0,DrDoS_NTP,Attack
1.0,1.0,7189.3335,47.0,92.72997,0.0,1.0,Benign,Benign
0.0,0.0,816250.3,3.0,1.0889906,0.0,0.0,Benign,Benign
368.0,432.8,5.6842103,48.0,0.0,368.0,432.8,DrDoS_NTP,Attack
6.0,6.0,8713620.0,33110892.0,0.0,6.0,6.0,Syn,Attack
0.0,0.0,102.5,0.0,9756.098,0.0,0.0,Benign,Benign
440.0,440.0,162.41379,8609.0,0.0,440.0,440.0,DrDoS_NTP,Attack
0.0,0.0,47.0,0.0,21276.596,0.0,0.0,Benign,Benign
440.0,440.0,27.125786,1810.0,0.0,440.0,440.0,DrDoS_NTP,Attack
0.0,0.0,6839909.5,18198440.0,0.0,0.0,0.0,UDP-lag,Attack
40.0,40.0,6938.0,1.0,96.08917,40.0,40.0,Benign,Benign
300.0,300.0,7933163.5,11735999.0,0.0,300.0,300.0,Benign,Benign
516.0,516.0,1199816.0,3000045.0,0.0,516.0,516.0,TFTP,Attack
440.0,440.0,5.9897437,125.0,0.0,440.0,440.0,DrDoS_NTP,Attack
43.0,43.0,6883.0,2.0,96.85699,43.0,43.0,Benign,Benign
321.0,348.0,43156.0,110121.0,0.0,321.0,348.0,DrDoS_UDP,Attack
0.0,28.903225,1970034.2,10244057.0,0.24505088,0.0,28.903225,Benign,Benign
0.0,0.0,18951.0,0.0,52.767666,0.0,0.0,Benign,Benign
516.0,516.0,1002125.7,3006374.0,0.0,516.0,516.0,TFTP,Attack
41.0,41.0,19885.0,3.0,33.526108,41.0,41.0,Benign,Benign
516.0,516.0,1002095.7,3006285.0,0.0,516.0,516.0,TFTP,Attack
0.0,119.11539,1251197.9,10043439.0,0.36094445,0.0,119.11539,Benign,Benign
43.0,43.0,43014.668,3.0,15.4985895,43.0,43.0,Benign,Benign
41.0,41.0,6868.6665,2.0,97.05911,41.0,41.0,Benign,Benign
0.0,79.59091,986628.9,58265840.0,0.5904188,0.0,79.59091,Benign,Benign
83.0,83.0,7052.6665,3.0,94.52689,83.0,83.0,Benign,Benign
31.0,31.0,6930.0,3.0,96.200096,31.0,31.0,Benign,Benign
0.0,0.0,87.5,0.0,11428.571,0.0,0.0,Benign,Benign
440.0,440.0,192.48485,6967.0,0.0,440.0,440.0,DrDoS_NTP,Attack
516.0,516.0,1000646.0,3001888.0,0.0,516.0,516.0,TFTP,Attack
516.0,516.0,1000667.0,3002000.0,0.0,516.0,516.0,TFTP,Attack
440.0,440.0,5.7906976,50.0,0.0,440.0,440.0,DrDoS_NTP,Attack
0.0,13.766666,64215.46,10240066.0,9.468824,0.0,13.766666,Benign,Benign
516.0,516.0,999523.3,2998568.0,0.0,516.0,516.0,TFTP,Attack
36.0,36.0,6951.6665,1.0,95.90026,36.0,36.0,Benign,Benign
440.0,440.0,83.26667,277.0,0.0,440.0,440.0,DrDoS_NTP,Attack
44.0,44.0,18143.0,3.0,36.745117,44.0,44.0,Benign,Benign
0.0,15.333333,24803.273,249389.0,21.991232,0.0,15.333333,Benign,Benign
45.0,45.0,6979.0,3.0,95.524666,45.0,45.0,Benign,Benign
36.0,36.0,7727.3335,2.0,86.273834,36.0,36.0,Benign,Benign
6.0,6.0,47.666668,48.0,13986.014,6.0,6.0,Syn,Attack
6.0,6.0,6800015.0,33999990.0,0.058823403,6.0,6.0,Syn,Attack
516.0,516.0,999820.0,2999458.0,0.0,516.0,516.0,TFTP,Attack
440.0,440.0,7.6,59.0,0.0,440.0,440.0,DrDoS_NTP,Attack
39.0,39.0,15646.0,3.0,42.609398,39.0,39.0,Benign,Benign
428.0,428.0,1.0,1.0,0.0,428.0,428.0,MSSQL,Attack
516.0,516.0,999721.0,2999162.0,0.0,516.0,516.0,TFTP,Attack
77.0,77.0,6925.0,3.0,96.269554,77.0,77.0,Benign,Benign
0.0,97.07143,213000.83,4968953.0,2.1517913,0.0,97.07143,Benign,Benign
0.0,0.0,47.0,0.0,21276.596,0.0,0.0,Benign,Benign
486.0,486.0,48.0,48.0,0.0,486.0,486.0,UDP,Attack
1.0,1.0,58077.332,45.0,11.478948,0.0,1.0,Benign,Benign
440.0,440.0,2659.2942,44703.0,0.0,440.0,440.0,DrDoS_NTP,Attack
440.0,440.0,16.142857,57.0,0.0,440.0,440.0,DrDoS_NTP,Attack
321.0,348.0,43562.2,110272.0,0.0,321.0,348.0,UDP,Attack
440.0,440.0,24.666666,443.0,0.0,440.0,440.0,DrDoS_NTP,Attack
516.0,516.0,1000020.7,3000058.0,0.0,516.0,516.0,TFTP,Attack
45.0,45.0,7282.6665,3.0,91.54156,45.0,45.0,Benign,Benign
407.0,407.0,1.0,1.0,0.0,407.0,407.0,MSSQL,Attack
0.0,0.0,41058.0,0.0,24.35579,0.0,0.0,Benign,Benign
80.0,388.57144,97.61539,751.0,0.0,80.0,388.57144,DrDoS_NTP,Attack
80.0,431.0,6.886076,52.0,0.0,80.0,431.0,DrDoS_NTP,Attack
0.0,42.8,3554.125,27967.0,140.6816,0.0,42.8,Benign,Benign
25.0,25.0,6971.6665,2.0,95.62515,25.0,25.0,Benign,Benign
516.0,516.0,1000322.3,3000966.0,0.0,516.0,516.0,TFTP,Attack
1.0,1.0,10558.0,1.0,63.143272,0.0,1.0,Benign,Benign
6.0,6.0,2504226.0,12312614.0,0.16813684,6.0,6.0,Syn,Attack
322.0,342.33334,47864.8,120162.0,0.0,322.0,342.33334,UDP,Attack
35.0,35.0,6917.3335,3.0,96.37625,35.0,35.0,Benign,Benign
43.0,43.0,6961.3335,3.0,95.7671,43.0,43.0,Benign,Benign
1448.0,1448.0,1.0,1.0,0.0,1448.0,1448.0,LDAP,Attack
6.0,6.0,85.0,0.0,11764.706,6.0,6.0,Benign,Benign
0.0,113.71429,769940.3,10068349.0,0.64940095,0.0,113.71429,Benign,Benign
0.0,88.710526,1583053.0,10046478.0,0.31151876,0.0,88.710526,Benign,Benign
440.0,440.0,30.025126,1731.0,0.0,440.0,440.0,DrDoS_NTP,Attack
0.0,0.0,802463.0,2.0,1.1077008,0.0,0.0,Benign,Benign
46.0,46.0,6916.3335,2.0,96.39019,46.0,46.0,Benign,Benign
6.0,6.0,32.0,49.0,20833.334,6.0,6.0,Syn,Attack
0.0,109.1875,4816.276,51172.0,100.23483,0.0,109.1875,Benign,Benign
38.0,38.0,7107.6665,2.0,93.79543,38.0,38.0,Benign,Benign
1472.0,1472.0,5.0,5.0,0.0,1472.0,1472.0,LDAP,Attack
0.0,318.85715,2817.6128,26419.0,206.07698,0.0,318.85715,Benign,Benign
80.0,368.0,105.666664,447.0,0.0,80.0,368.0,DrDoS_NTP,Attack
31.0,31.0,6918.3335,1.0,96.36232,31.0,31.0,Benign,Benign
440.0,440.0,3421.3333,10263.0,0.0,440.0,440.0,DrDoS_NTP,Attack
34.0,34.0,6901.0,2.0,96.604355,34.0,34.0,Benign,Benign
47.0,47.0,6892.3335,1.0,96.72583,47.0,47.0,Benign,Benign
0.0,0.0,18679.334,0.0,53.535103,0.0,0.0,Benign,Benign
6.0,6.0,57.5,112.0,0.0,6.0,6.0,Benign,Benign
0.0,127.1,299473.6,5037726.0,1.5713848,0.0,127.1,Benign,Benign
0.0,0.0,47.5,0.0,21052.63,0.0,0.0,Benign,Benign
0.0,0.0,79.5,0.0,12578.616,0.0,0.0,Benign,Benign
440.0,440.0,35.57143,142.0,0.0,440.0,440.0,DrDoS_NTP,Attack
37.0,37.0,6876.0,3.0,96.9556,37.0,37.0,Benign,Benign
6.0,6.0,2675871.0,15074582.0,0.17248158,6.0,6.0,Syn,Attack
0.0,57.42857,1236837.0,10467650.0,0.34811017,0.0,57.42857,Benign,Benign
0.0,0.0,796281.7,2.0,1.1162996,0.0,0.0,Benign,Benign
516.0,516.0,1001103.0,3003258.0,0.0,516.0,516.0,TFTP,Attack
516.0,516.0,1000012.7,3000035.0,0.0,516.0,516.0,TFTP,Attack
0.0,30.8,479.5,1845.0,0.0,0.0,30.8,Benign,Benign
516.0,516.0,1013843.7,3041529.0,0.0,516.0,516.0,TFTP,Attack
1296.0,1296.0,2.0,2.0,0.0,1296.0,1296.0,DrDoS_SNMP,Attack
43.0,43.0,15314.0,3.0,43.53315,43.0,43.0,Benign,Benign
32.0,32.0,18104.666,4.0,36.822918,32.0,32.0,Benign,Benign
516.0,516.0,996498.7,2989494.0,0.0,516.0,516.0,TFTP,Attack
83.0,83.0,6873.0,3.0,96.99792,83.0,83.0,Benign,Benign
368.0,416.0,12.8,57.0,0.0,368.0,416.0,DrDoS_NTP,Attack
516.0,516.0,999736.3,2999206.0,0.0,516.0,516.0,TFTP,Attack
516.0,516.0,1000447.0,3001339.0,0.0,516.0,516.0,TFTP,Attack
0.0,0.0,2.0,2.0,0.0,0.0,0.0,Benign,Benign
516.0,516.0,1287440.9,3005201.0,0.0,516.0,516.0,TFTP,Attack
6.0,32.25,77.0,227.0,0.0,6.0,32.25,Benign,Benign
6.0,6.0,3.0,3.0,0.0,6.0,6.0,Benign,Benign
516.0,516.0,1000449.7,3001348.0,0.0,516.0,516.0,TFTP,Attack
31.0,31.0,21988.334,3.0,30.319109,31.0,31.0,Benign,Benign
330.0,349.5,36214.0,108640.0,0.0,330.0,349.5,UDP,Attack
28.0,28.0,7037.3335,3.0,94.73286,28.0,28.0,Benign,Benign
0.0,25.333334,41.75,164.0,11976.048,0.0,25.333334,Benign,Benign
0.0,23.0,4471260.5,58002052.0,0.103223346,0.0,23.0,Benign,Benign
0.0,33.677418,1990781.1,10032190.0,0.24249709,0.0,33.677418,Benign,Benign
516.0,516.0,999535.3,2998558.0,0.0,516.0,516.0,TFTP,Attack
330.0,359.5,35133.332,105398.0,0.0,330.0,359.5,UDP,Attack
6.0,6.0,2794741.0,17600366.0,0.15902884,6.0,6.0,Syn,Attack
0.0,23.0,18695.2,93474.0,21.395866,0.0,23.0,Benign,Benign
6.0,6.0,2.0,2.0,0.0,6.0,6.0,Benign,Benign
6.0,6.0,3.0,3.0,0.0,6.0,6.0,Benign,Benign
152.0,423.05884,87.030304,654.0,0.0,152.0,423.05884,DrDoS_NTP,Attack
224.0,427.29413,112.51515,3556.0,0.0,224.0,427.29413,DrDoS_NTP,Attack
0.0,220.67133,3329.099,226912.0,182.87692,0.0,220.67133,Benign,Benign
0.0,30.75,5.0,12.0,0.0,0.0,30.75,Benign,Benign
