Fwd Packet Length Min,Fwd Packet Length Mean,Flow IAT Mean,Fwd IAT Max,Bwd Packets/s,Packet Length Min,Avg Fwd Segment Size,Label,Class
224.0,332.0,100.333336,298.0,0.0,224.0,332.0,DrDoS_NTP,Attack
1.0,1.0,1825687.0,10030828.0,0.29876673,0.0,1.0,Benign,Benign
275.0,311.75,230.8,1310.0,0.0,275.0,311.75,DrDoS_UDP,Attack
0.0,148.66667,5247.1816,28374.0,103.951904,0.0,148.66667,Benign,Benign
0.0,140.2,2310465.0,58774244.0,0.18670379,0.0,140.2,Benign,Benign
83.0,83.0,15040.0,3.0,44.32624,83.0,83.0,Benign,Benign
0.0,0.0,1.0,1.0,0.0,0.0,0.0,Benign,Benign
6.0,18.5,2.0,2.0,0.0,6.0,18.5,Benign,Benign
37.0,37.0,19351.666,2.0,34.450092,37.0,37.0,Benign,Benign
330.0,359.5,36305.668,108915.0,0.0,330.0,359.5,DrDoS_UDP,Attack
44.0,44.0,6904.6665,3.0,96.553055,44.0,44.0,Benign,Benign
0.0,57.42857,1236837.0,10467650.0,0.34811017,0.0,57.42857,Benign,Benign
52.0,52.0,6918.6665,3.0,96.35768,52.0,52.0,Benign,Benign
28.0,28.0,6913.6665,3.0,96.42737,28.0,28.0,Benign,Benign
440.0,440.0,19.90909,132.0,0.0,440.0,440.0,DrDoS_NTP,Attack
6.0,6.0,6143708.5,20326280.0,0.0,6.0,6.0,Syn,Attack
440.0,440.0,75.72727,440.0,0.0,440.0,440.0,DrDoS_NTP,Attack
36.0,36.0,7767.0,1.0,85.83323,36.0,36.0,Benign,Benign
0.0,0.0,816508.56,3.0,1.0886462,0.0,0.0,Benign,Benign
6.0,6.0,198.25,790.0,2522.068,6.0,6.0,Benign,Benign
321.0,348.0,42671.2,110106.0,0.0,321.0,348.0,UDP,Attack
6.0,6.0,3077826.0,19706276.0,0.114672236,6.0,6.0,Syn,Attack
33.0,33.0,7314.3335,3.0,91.14524,33.0,33.0,Benign,Benign
224.0,431.0,309.10638,3274.0,0.0,224.0,431.0,DrDoS_NTP,Attack
6.0,6.0,88.5,0.0,11299.435,6.0,6.0,Benign,Benign
440.0,440.0,134.25899,471.0,0.0,440.0,440.0,DrDoS_NTP,Attack
440.0,440.0,5.044944,58.0,0.0,440.0,440.0,DrDoS_NTP,Attack
50.0,50.0,6883.0,3.0,96.85699,50.0,50.0,Benign,Benign
44.0,44.0,6972.0,2.0,95.620575,44.0,44.0,Benign,Benign
0.0,65.5,2290330.5,58601904.0,0.2054674,0.0,65.5,Benign,Benign
0.0,0.0,793679.56,3.0,1.1199594,0.0,0.0,Benign,Benign
33.0,33.0,6923.0,4.0,96.29736,33.0,33.0,Benign,Benign
1472.0,1472.0,1.0,1.0,0.0,1472.0,1472.0,DrDoS_DNS,Attack
541.0,541.0,2.0,2.0,0.0,541.0,541.0,MSSQL,Attack
43.0,43.0,15584.333,3.0,42.778004,43.0,43.0,Benign,Benign
0.0,0.0,5680331.5,23918008.0,0.03706233,0.0,0.0,Syn,Attack
440.0,440.0,190.46753,4445.0,0.0,440.0,440.0,DrDoS_NTP,Attack
6.0,6.0,3803156.0,13472267.0,0.075125575,6.0,6.0,Syn,Attack
224.0,431.36,174.69388,2354.0,0.0,224.0,431.36,DrDoS_NTP,Attack
42.0,42.0,6985.6665,2.0,95.43351,42.0,42.0,Benign,Benign
440.0,440.0,30.025126,1731.0,0.0,440.0,440.0,DrDoS_NTP,Attack
1472.0,1472.0,1.0,1.0,0.0,1472.0,1472.0,DrDoS_LDAP,Attack
6.0,6.0,8856.333,1.0,75.275696,0.0,6.0,Benign,Benign
0.0,0.0,75.666664,0.0,13215.859,0.0,0.0,Benign,Benign
43.0,43.0,6923.6665,1.0,96.28809,43.0,43.0,Benign,Benign
516.0,516.0,1000436.3,3001307.0,0.0,516.0,516.0,TFTP,Attack
6.0,6.0,3274533.5,14667695.0,0.10778365,6.0,6.0,Syn,Attack
0.0,522.2857,68008.61,1244309.0,8.537818,0.0,522.2857,Benign,Benign
0.0,0.0,89366.0,0.0,11.189938,0.0,0.0,Benign,Benign
440.0,440.0,1189.6666,17180.0,0.0,440.0,440.0,DrDoS_NTP,Attack
516.0,516.0,999990.3,2999969.0,0.0,516.0,516.0,TFTP,Attack
40.0,40.0,6901.6665,1.0,96.595024,40.0,40.0,Benign,Benign
440.0,440.0,4.97561,50.0,0.0,440.0,440.0,DrDoS_NTP,Attack
0.0,0.0,7400787.5,22202312.0,0.0,0.0,0.0,UDP-lag,Attack
0.0,0.0,54848.0,0.0,18.232204,0.0,0.0,Benign,Benign
0.0,15.5,1.0,1.0,0.0,0.0,15.5,Benign,Benign
516.0,516.0,513916.56,1703335.0,0.0,516.0,516.0,TFTP,Attack
516.0,516.0,1000790.7,3002327.0,0.0,516.0,516.0,TFTP,Attack
32.0,32.0,6917.3335,2.0,96.37625,32.0,32.0,Benign,Benign
34.0,34.0,7538.0,2.0,88.44079,34.0,34.0,Benign,Benign
58.0,58.0,6886.3335,3.0,96.810104,58.0,58.0,Benign,Benign
0.0,0.0,3850569.0,14620592.0,0.057711527,0.0,0.0,UDP-lag,Attack
152.0,431.27274,5.246154,49.0,0.0,152.0,431.27274,DrDoS_NTP,Attack
0.0,868.4583,715370.9,10182653.0,0.61370176,0.0,868.4583,Benign,Benign
0.0,0.0,3231198.0,15988560.0,0.11253918,0.0,0.0,UDP-lag,Attack
440.0,440.0,10.402299,55.0,0.0,440.0,440.0,DrDoS_NTP,Attack
1.0,1.0,20550.334,3.0,32.440674,0.0,1.0,Benign,Benign
38.0,38.0,6934.0,2.0,96.1446,38.0,38.0,Benign,Benign
0.0,0.0,5350163.5,50082816.0,0.0,0.0,0.0,Benign,Benign
516.0,516.0,1199717.6,3000371.0,0.0,516.0,516.0,TFTP,Attack
1424.0,1424.0,1.0,1.0,0.0,1424.0,1424.0,LDAP,Attack
440.0,440.0,679.2727,2205.0,0.0,440.0,440.0,DrDoS_NTP,Attack
31.0,31.0,6922.0,2.0,96.31128,31.0,31.0,Benign,Benign
0.0,0.0,808541.0,2.0,1.0993739,0.0,0.0,Benign,Benign
440.0,440.0,65.09091,566.0,0.0,440.0,440.0,DrDoS_NTP,Attack
440.0,440.0,36.363636,107.0,0.0,440.0,440.0,DrDoS_NTP,Attack
6.0,6.0,2224062.0,6672184.0,0.0,6.0,6.0,Syn,Attack
33.0,33.0,6960.0,3.0,95.78544,33.0,33.0,Benign,Benign
1.0,1.0,9399.333,1.0,70.92702,0.0,1.0,Benign,Benign
6.0,6.0,76.5,0.0,13071.8955,6.0,6.0,Benign,Benign
0.0,0.0,28476.0,0.0,35.11729,0.0,0.0,Benign,Benign
516.0,516.0,1000199.7,3000598.0,0.0,516.0,516.0,TFTP,Attack
0.0,389.7,992058.44,57991696.0,0.4974571,0.0,389.7,Benign,Benign
43.0,43.0,15596.0,2.0,42.746002,43.0,43.0,Benign,Benign
0.0,0.0,341324.0,1023966.0,0.0,0.0,0.0,Benign,Benign
6.0,6.0,78.0,0.0,12820.513,6.0,6.0,Benign,Benign
516.0,516.0,999330.0,2997987.0,0.0,516.0,516.0,TFTP,Attack
0.0,0.0,1.0,1.0,0.0,0.0,0.0,Benign,Benign
0.0,249.75,9717.156,75438.0,54.671345,0.0,249.75,Benign,Benign
516.0,516.0,1000032.0,3000094.0,0.0,516.0,516.0,TFTP,Attack
6.0,6.0,3026990.8,12922097.0,0.120131314,6.0,6.0,Syn,Attack
6.0,125.0,2739123.5,58941576.0,0.20376574,6.0,125.0,Benign,Benign
654.0,654.0,1.0,1.0,0.0,654.0,654.0,DrDoS_DNS,Attack
41.0,41.0,7477.0,3.0,89.16232,41.0,41.0,Benign,Benign
0.0,102.4375,7120.5713,56141.0,65.20344,0.0,102.4375,Benign,Benign
440.0,440.0,47.0201,539.0,0.0,440.0,440.0,DrDoS_NTP,Attack
440.0,440.0,33.934425,656.0,0.0,440.0,440.0,DrDoS_NTP,Attack
32.0,32.0,7282.0,3.0,91.54994,32.0,32.0,Benign,Benign
152.0,430.06897,3.8596492,40.0,0.0,152.0,430.06897,DrDoS_NTP,Attack
440.0,440.0,537.89886,21156.0,0.0,440.0,440.0,DrDoS_NTP,Attack
42.0,42.0,15338.0,2.0,43.46503,42.0,42.0,Benign,Benign
516.0,516.0,999952.3,2999854.0,0.0,516.0,516.0,TFTP,Attack
0.0,0.0,18482.666,0.0,54.104748,0.0,0.0,Benign,Benign
0.0,0.0,816871.0,2.0,1.0881631,0.0,0.0,Benign,Benign
6.0,6.0,51.8,0.0,19305.02,6.0,6.0,Benign,Benign
0.0,370.0,1.0,1.0,0.0,0.0,370.0,Benign,Benign
0.0,0.0,6192011.5,19509576.0,0.0,0.0,0.0,UDP-lag,Attack
224.0,416.0,19.235294,198.0,0.0,224.0,416.0,DrDoS_NTP,Attack
296.0,434.24,20.32653,71.0,0.0,296.0,434.24,DrDoS_NTP,Attack
440.0,440.0,3559.3333,10674.0,0.0,440.0,440.0,DrDoS_NTP,Attack
0.0,99.84615,314288.06,5291211.0,1.0605981,0.0,99.84615,Benign,Benign
405.0,405.0,1.0,1.0,0.0,405.0,405.0,DrDoS_MSSQL,Attack
6.0,6.0,5088066.0,16053881.0,0.030236667,6.0,6.0,Syn,Attack
516.0,516.0,999612.3,2998834.0,0.0,516.0,516.0,TFTP,Attack
440.0,440.0,8.878049,133.0,0.0,440.0,440.0,DrDoS_NTP,Attack
0.0,0.0,810240.44,3.0,1.0970681,0.0,0.0,Benign,Benign
440.0,440.0,12.701149,195.0,0.0,440.0,440.0,DrDoS_NTP,Attack
516.0,516.0,1000008.3,3000022.0,0.0,516.0,516.0,TFTP,Attack
6.0,6.0,50.333332,48.0,13245.033,6.0,6.0,Syn,Attack
440.0,440.0,6.869565,60.0,0.0,440.0,440.0,DrDoS_NTP,Attack
0.0,256.11594,256929.2,58046944.0,2.1491287,0.0,256.11594,Benign,Benign
0.0,0.0,90456.0,0.0,11.055099,0.0,0.0,Benign,Benign
47.0,47.0,6874.0,4.0,96.9838,47.0,47.0,Benign,Benign
80.0,418.82352,15.787879,67.0,0.0,80.0,418.82352,DrDoS_NTP,Attack
1399.0,1399.0,2.0,2.0,0.0,1399.0,1399.0,DrDoS_SNMP,Attack
479.0,479.0,6.0,6.0,0.0,479.0,479.0,MSSQL,Attack
224.0,332.0,1297.6666,3845.0,0.0,224.0,332.0,DrDoS_NTP,Attack
0.0,70.53846,2432500.0,58264350.0,0.19698527,0.0,70.53846,Benign,Benign
330.0,359.5,36282.332,108845.0,0.0,330.0,359.5,DrDoS_UDP,Attack
0.0,30.8,67.5,264.0,0.0,0.0,30.8,Benign,Benign
50.0,50.0,6946.6665,2.0,95.96929,50.0,50.0,Benign,Benign
6.0,6.0,55390.0,0.0,18.0538,6.0,6.0,Benign,Benign
0.0,0.0,61.666668,0.0,16216.216,0.0,0.0,Benign,Benign
224.0,434.16217,8.493151,103.0,0.0,224.0,434.16217,DrDoS_NTP,Attack
516.0,516.0,1000058.0,3000172.0,0.0,516.0,516.0,TFTP,Attack
44.0,44.0,6923.3335,2.0,96.29273,44.0,44.0,Benign,Benign
368.0,437.42856,195.3091,781.0,0.0,368.0,437.42856,DrDoS_NTP,Attack
0.0,78.94118,9301.875,91226.0,35.835068,0.0,78.94118,Benign,Benign
0.0,0.0,64.5,0.0,15503.876,0.0,0.0,Benign,Benign
80.0,380.0,50.272728,264.0,0.0,80.0,380.0,DrDoS_NTP,Attack
0.0,236.06522,1273457.8,10243993.0,0.39694643,0.0,236.06522,Benign,Benign
440.0,440.0,5.8712873,44.0,0.0,440.0,440.0,DrDoS_NTP,Attack
36.0,36.0,7024.3335,3.0,94.90817,36.0,36.0,Benign,Benign
516.0,516.0,1000073.7,3000177.0,0.0,516.0,516.0,TFTP,Attack
0.0,0.0,2972392.0,9781555.0,0.0,0.0,0.0,Benign,Benign
330.0,359.5,37831.332,113492.0,0.0,330.0,359.5,UDP,Attack
516.0,516.0,996237.0,2988708.0,0.0,516.0,516.0,TFTP,Attack
6.0,6.0,1.0,0.0,1000000.0,6.0,6.0,Benign,Benign
516.0,516.0,1000176.3,3000528.0,0.0,516.0,516.0,TFTP,Attack
516.0,516.0,999450.3,2998348.0,0.0,516.0,516.0,TFTP,Attack
28.0,28.0,7373.6665,2.0,90.41183,28.0,28.0,Benign,Benign
0.0,79.02857,19067.486,534844.0,29.584526,0.0,79.02857,Benign,Benign
440.0,440.0,14.235294,70.0,0.0,440.0,440.0,DrDoS_NTP,Attack
0.0,87.35714,2151470.0,58531576.0,0.23662467,0.0,87.35714,Benign,Benign
516.0,516.0,1200160.6,3005606.0,0.0,516.0,516.0,TFTP,Attack
0.0,106.083336,275329.78,5186121.0,1.5292665,0.0,106.083336,Benign,Benign
25.0,25.0,6927.3335,4.0,96.23713,25.0,25.0,Benign,Benign
0.0,332.63635,388178.78,3900881.0,1.1524804,0.0,332.63635,Benign,Benign
42.0,42.0,7107.0,3.0,93.80423,42.0,42.0,Benign,Benign
6.0,6.0,3164529.0,13060125.0,0.11491011,6.0,6.0,Syn,Attack
6.0,32.25,157.33333,466.0,0.0,6.0,32.25,Benign,Benign
607.0,607.0,1.0,1.0,0.0,607.0,607.0,DrDoS_MSSQL,Attack
51.0,51.0,6965.3335,2.0,95.7121,51.0,51.0,Benign,Benign
440.0,440.0,3.5737705,46.0,0.0,440.0,440.0,DrDoS_NTP,Attack
38.0,38.0,7235.0,2.0,92.14467,38.0,38.0,Benign,Benign
46.0,46.0,6865.6665,2.0,97.10152,46.0,46.0,Benign,Benign
450.0,450.0,1.0,1.0,0.0,450.0,450.0,DrDoS_MSSQL,Attack
516.0,516.0,666929.3,2000787.0,0.0,516.0,516.0,TFTP,Attack
80.0,388.57144,76.53846,410.0,0.0,80.0,388.57144,DrDoS_NTP,Attack
516.0,516.0,1003959.7,3011876.0,0.0,516.0,516.0,TFTP,Attack
0.0,0.0,48.0,0.0,20833.334,0.0,0.0,Benign,Benign
0.0,70.166664,671165.8,10011277.0,0.8343691,0.0,70.166664,Benign,Benign
516.0,516.0,1005008.0,3015022.0,0.0,516.0,516.0,TFTP,Attack
330.0,359.5,36314.0,108940.0,0.0,330.0,359.5,UDP,Attack
516.0,516.0,999999.3,2999996.0,0.0,516.0,516.0,TFTP,Attack
40.0,40.0,7991.0,3.0,83.42719,40.0,40.0,Benign,Benign
31.0,31.0,6921.3335,3.0,96.32056,31.0,31.0,Benign,Benign
43.0,43.0,6868.0,3.0,97.06853,43.0,43.0,Benign,Benign
41.0,41.0,7582.0,1.0,87.92755,41.0,41.0,Benign,Benign
6.0,6.0,4261020.5,18994988.0,0.08534021,6.0,6.0,Syn,Attack
6.0,6.0,68.5,0.0,14598.54,6.0,6.0,Benign,Benign
152.0,404.0,1738.0667,4551.0,0.0,152.0,404.0,DrDoS_NTP,Attack
45.0,45.0,7308.3335,3.0,91.22007,45.0,45.0,Benign,Benign
0.0,683.2308,5802876.0,115881470.0,0.06893133,0.0,683.2308,Benign,Benign
516.0,516.0,1083933.4,3251798.0,0.0,516.0,516.0,TFTP,Attack
516.0,516.0,999493.7,2998477.0,0.0,516.0,516.0,TFTP,Attack
0.0,110.0,36367.625,234707.0,6.874246,0.0,110.0,Benign,Benign
0.0,21.0625,4492834.5,57795876.0,0.08903066,0.0,21.0625,Benign,Benign
516.0,516.0,1000294.0,3000682.0,0.0,516.0,516.0,TFTP,Attack
440.0,440.0,26.509804,157.0,0.0,440.0,440.0,DrDoS_NTP,Attack
224.0,437.67743,35.816216,451.0,0.0,224.0,437.67743,DrDoS_NTP,Attack
0.0,107.5,38542.08,437429.0,11.974924,0.0,107.5,Benign,Benign
22.0,22.0,84454.6,422264.0,0.0,22.0,22.0,Benign,Benign
516.0,516.0,999135.3,2997404.0,0.0,516.0,516.0,TFTP,Attack
6.0,6.0,5355485.0,16993094.0,0.0,6.0,6.0,Syn,Attack
6.0,6.0,28.333334,1.0,23529.412,6.0,6.0,Syn,Attack
516.0,516.0,1000911.0,3002731.0,0.0,516.0,516.0,TFTP,Attack
296.0,416.0,128.27272,506.0,0.0,296.0,416.0,DrDoS_NTP,Attack
224.0,431.69232,10.6470585,50.0,0.0,224.0,431.69232,DrDoS_NTP,Attack
448.0,448.0,45.0,45.0,0.0,448.0,448.0,MSSQL,Attack
0.0,63.666668,613529.2,10008645.0,0.912752,0.0,63.666668,Benign,Benign
516.0,516.0,1000892.7,3002675.0,0.0,516.0,516.0,TFTP,Attack
330.0,359.5,35898.332,107692.0,0.0,330.0,359.5,DrDoS_UDP,Attack
516.0,516.0,999989.0,2999920.0,0.0,516.0,516.0,TFTP,Attack
152.0,404.0,59.066666,451.0,0.0,152.0,404.0,DrDoS_NTP,Attack
516.0,516.0,1001353.3,3004058.0,0.0,516.0,516.0,TFTP,Attack
516.0,516.0,999346.0,2998036.0,0.0,516.0,516.0,TFTP,Attack
516.0,516.0,999958.0,2999829.0,0.0,516.0,516.0,TFTP,Attack
0.0,0.0,47.0,47.0,0.0,0.0,0.0,UDP-lag,Attack
80.0,422.85715,11.853659,104.0,0.0,80.0,422.85715,DrDoS_NTP,Attack
37.0,37.0,15135.667,1.0,44.046074,37.0,37.0,Benign,Benign
440.0,440.0,160.10884,6269.0,0.0,440.0,440.0,DrDoS_NTP,Attack
43.0,43.0,6972.3335,2.0,95.616005,43.0,43.0,Benign,Benign
224.0,404.0,94.0,731.0,0.0,224.0,404.0,DrDoS_NTP,Attack
42.0,42.0,6891.0,1.0,96.744545,42.0,42.0,Benign,Benign
440.0,440.0,94.07035,2508.0,0.0,440.0,440.0,DrDoS_NTP,Attack
321.0,348.0,42958.4,109889.0,0.0,321.0,348.0,DrDoS_UDP,Attack
0.0,0.0,49.5,0.0,20202.02,0.0,0.0,Benign,Benign
440.0,440.0,19.035175,335.0,0.0,440.0,440.0,DrDoS_NTP,Attack
705.0,705.0,49.0,49.0,0.0,705.0,705.0,MSSQL,Attack
440.0,440.0,39930.4,101448.0,0.0,440.0,440.0,DrDoS_NTP,Attack
6.0,6.0,2725125.8,14855527.0,0.14678222,6.0,6.0,Syn,Attack
32.0,35.0,22239.572,134856.0,25.694225,32.0,35.0,Benign,Benign
6.0,6.0,1.5,2.0,0.0,6.0,6.0,Benign,Benign
440.0,440.0,21.2,100.0,0.0,440.0,440.0,DrDoS_NTP,Attack
6.0,6.0,62.0,0.0,16129.032,6.0,6.0,Benign,Benign
516.0,516.0,1000070.7,3000208.0,0.0,516.0,516.0,TFTP,Attack
440.0,440.0,28.307692,108.0,0.0,440.0,440.0,DrDoS_NTP,Attack
6.0,32.25,440.66666,1299.0,0.0,6.0,32.25,Benign,Benign
516.0,516.0,1000416.3,3001246.0,0.0,516.0,516.0,TFTP,Attack
6.0,6.0,1.0,1.0,0.0,6.0,6.0,Benign,Benign
440.0,440.0,13.069565,159.0,0.0,440.0,440.0,DrDoS_NTP,Attack
516.0,516.0,999993.0,2999977.0,0.0,516.0,516.0,TFTP,Attack
516.0,516.0,1227207.6,3133931.0,0.0,516.0,516.0,TFTP,Attack
43.0,43.0,43014.668,3.0,15.4985895,43.0,43.0,Benign,Benign
224.0,429.2,89.128204,701.0,0.0,224.0,429.2,DrDoS_NTP,Attack
152.0,428.92307,4.2352943,44.0,0.0,152.0,428.92307,DrDoS_NTP,Attack
516.0,516.0,1228365.4,3141775.0,0.0,516.0,516.0,TFTP,Attack
6.0,6.0,4526139.5,19035128.0,0.06798118,6.0,6.0,Syn,Attack
1371.0,1371.0,2.0,2.0,0.0,1371.0,1371.0,DrDoS_SNMP,Attack
0.0,77.125,1831571.0,58103320.0,0.2815206,0.0,77.125,Benign,Benign
0.0,160.375,1733946.6,58525356.0,0.3098789,0.0,160.375,Benign,Benign
0.0,0.0,5114794.5,15344381.0,0.0,0.0,0.0,UDP-lag,Attack
330.0,349.5,35607.0,106819.0,0.0,330.0,349.5,UDP,Attack
80.0,423.63635,4.7674417,46.0,0.0,80.0,423.63635,DrDoS_NTP,Attack
0.0,81.5625,1920408.4,58571864.0,0.25609308,0.0,81.5625,Benign,Benign
152.0,404.0,3.5333333,39.0,0.0,152.0,404.0,DrDoS_NTP,Attack
0.0,135.84616,7748.423,133309.0,69.49305,0.0,135.84616,Benign,Benign
709.0,709.0,1.0,1.0,0.0,709.0,709.0,DrDoS_MSSQL,Attack
522.0,522.0,1.0,1.0,0.0,522.0,522.0,MSSQL,Attack
0.0,0.0,3788124.8,11364373.0,0.0,0.0,0.0,UDP-lag,Attack
0.0,26.585365,787.2098,37666.0,768.3823,0.0,26.585365,Benign,Benign
346.0,391.16666,8764.044,199253.0,0.0,346.0,391.16666,DrDoS_UDP,Attack
0.0,144.28572,140059.38,1065064.0,1.7849573,0.0,144.28572,Benign,Benign
516.0,516.0,214137.47,1135235.0,0.0,516.0,516.0,TFTP,Attack
516.0,516.0,999587.3,2998760.0,0.0,516.0,516.0,TFTP,Attack
0.0,0.0,1303684.0,3.0,0.6973246,0.0,0.0,Benign,Benign
0.0,165.16667,905915.2,40586956.0,0.53966296,0.0,165.16667,Benign,Benign
6.0,27.0,52.0,152.0,0.0,6.0,27.0,Benign,Benign
47.0,47.0,6934.0,3.0,96.1446,47.0,47.0,Benign,Benign
0.0,0.0,49.5,0.0,20202.02,0.0,0.0,Benign,Benign
0.0,13.766666,64215.46,10240066.0,9.468824,0.0,13.766666,Benign,Benign
516.0,516.0,1000199.7,3000597.0,0.0,516.0,516.0,TFTP,Attack
90.0,90.0,15881.333,4.0,41.978004,90.0,90.0,Benign,Benign
6.0,18.5,18354.0,91763.0,21.793615,6.0,18.5,Benign,Benign
37.0,37.0,6872.3335,2.0,97.007324,37.0,37.0,Benign,Benign
6.0,6.0,2594665.8,17784184.0,0.16756788,6.0,6.0,Syn,Attack
0.0,0.0,6915213.0,19115964.0,0.0,0.0,0.0,UDP-lag,Attack
1.0,1.0,9429.333,2.0,70.701355,0.0,1.0,Benign,Benign
31.0,31.0,6991.0,3.0,95.3607,31.0,31.0,Benign,Benign
6.0,6.0,4446444.0,22508218.0,0.09995503,6.0,6.0,Syn,Attack
152.0,427.47827,19.333334,99.0,0.0,152.0,427.47827,DrDoS_NTP,Attack
35.0,35.0,6943.3335,3.0,96.015366,35.0,35.0,Benign,Benign
296.0,428.0,126.21739,2702.0,0.0,296.0,428.0,DrDoS_NTP,Attack
0.0,25.333334,1322.0,5285.0,378.2148,0.0,25.333334,Benign,Benign
321.0,348.0,43025.0,110089.0,0.0,321.0,348.0,UDP,Attack
440.0,440.0,30.703703,472.0,0.0,440.0,440.0,DrDoS_NTP,Attack
516.0,516.0,1199999.2,3000027.0,0.0,516.0,516.0,TFTP,Attack
47.0,47.0,15575.333,3.0,42.802723,47.0,47.0,Benign,Benign
0.0,0.85714287,2078732.9,10030824.0,0.24053115,0.0,0.85714287,Benign,Benign
1405.0,1405.0,1.0,1.0,0.0,1405.0,1405.0,DrDoS_SNMP,Attack
0.0,72.333336,15330.091,83852.0,35.580647,0.0,72.333336,Benign,Benign
0.0,136.28572,59123.875,417319.0,4.2284102,0.0,136.28572,Benign,Benign
6.0,6.0,76.5,0.0,13071.8955,6.0,6.0,Benign,Benign
516.0,516.0,969451.3,2908352.0,0.0,516.0,516.0,TFTP,Attack
440.0,440.0,30.95349,201.0,0.0,440.0,440.0,DrDoS_NTP,Attack
6.0,6.0,4307674.5,22084744.0,0.071428865,6.0,6.0,Syn,Attack
0.0,64.2,865980.75,9792957.0,0.57738006,0.0,64.2,Benign,Benign
6.0,6.0,1469574.0,4408721.0,0.0,6.0,6.0,Syn,Attack
516.0,516.0,1000022.0,3000065.0,0.0,516.0,516.0,TFTP,Attack
0.0,0.0,18510.334,0.0,54.02388,0.0,0.0,Benign,Benign
516.0,516.0,1000257.3,3000768.0,0.0,516.0,516.0,TFTP,Attack
152.0,423.05884,86.48485,593.0,0.0,152.0,423.05884,DrDoS_NTP,Attack
0.0,52.5,1945256.6,58925964.0,0.2865314,0.0,52.5,Benign,Benign
32.0,32.0,15797.667,3.0,42.200325,32.0,32.0,Benign,Benign
368.0,436.21054,27.513514,293.0,0.0,368.0,436.21054,DrDoS_NTP,Attack
296.0,438.34482,5.3121386,50.0,0.0,296.0,438.34482,DrDoS_NTP,Attack
0.0,0.0,3.0,3.0,0.0,0.0,0.0,Benign,Benign
0.0,30.75,360.33334,1078.0,0.0,0.0,30.75,Benign,Benign
6.0,22.0,1487654.1,8910904.0,0.2240664,6.0,22.0,Benign,Benign
516.0,516.0,1001333.7,3003999.0,0.0,516.0,516.0,TFTP,Attack
728.0,728.0,2.0,2.0,0.0,728.0,728.0,MSSQL,Attack
41.0,41.0,6989.6665,2.0,95.37889,41.0,41.0,Benign,Benign
6.0,6.0,347073.66,1041219.0,0.0,6.0,6.0,Syn,Attack
6.0,6.0,344.0,0.0,2906.9768,6.0,6.0,Benign,Benign
31.0,33.666668,18497.6,401.0,32.43664,0.0,33.666668,Benign,Benign
516.0,516.0,999982.7,2999899.0,0.0,516.0,516.0,TFTP,Attack
516.0,516.0,1000037.7,3000111.0,0.0,516.0,516.0,TFTP,Attack
0.0,101.85185,133658.64,2564668.0,4.2396564,0.0,101.85185,Syn,Attack
0.0,3.6,854843.7,5088143.0,0.38993484,0.0,3.6,Benign,Benign
440.0,440.0,22.26633,107.0,0.0,440.0,440.0,DrDoS_NTP,Attack
6.0,6.0,511558.66,1534675.0,0.0,6.0,6.0,Syn,Attack
0.0,105.0625,8230.345,94394.0,58.65594,0.0,105.0625,Benign,Benign
6.0,6.0,33.333332,75.0,20000.0,6.0,6.0,Syn,Attack
296.0,419.42856,15.923077,93.0,0.0,296.0,419.42856,DrDoS_NTP,Attack
