Fwd Packet Length Min,Fwd Packet Length Mean,Flow IAT Mean,Fwd IAT Max,Bwd Packets/s,Packet Length Min,Avg Fwd Segment Size,Label,Class
6.0,6.0,5783569.0,19579636.0,0.03143702,6.0,6.0,Syn,Attack
1.0,1.0,20326.0,1.0,32.798714,0.0,1.0,Benign,Benign
296.0,392.0,219.4,1049.0,0.0,296.0,392.0,DrDoS_NTP,Attack
0.0,360.83334,3641.8076,25814.0,158.41667,0.0,360.83334,Benign,Benign
45.0,45.0,6901.3335,1.0,96.59969,45.0,45.0,Benign,Benign
25.0,25.0,11926.333,1.0,55.898712,25.0,25.0,Benign,Benign
516.0,516.0,1285566.0,3004813.0,0.0,516.0,516.0,TFTP,Attack
6.0,6.0,3081974.5,16393321.0,0.11451788,6.0,6.0,Syn,Attack
0.0,30.8,66.5,263.0,0.0,0.0,30.8,Benign,Benign
0.0,136.62962,53435.668,117424.0,10.30861,0.0,136.62962,Benign,Benign
0.0,501.61905,58611.848,243524.0,9.643398,0.0,501.61905,Benign,Benign
25.0,25.0,6881.3335,3.0,96.88045,25.0,25.0,Benign,Benign
368.0,437.12,18.918367,362.0,0.0,368.0,437.12,DrDoS_NTP,Attack
516.0,516.0,1200246.2,3002195.0,0.0,516.0,516.0,TFTP,Attack
152.0,428.92307,4.2352943,44.0,0.0,152.0,428.92307,DrDoS_NTP,Attack
0.0,106.5625,4385.7334,40071.0,114.00602,0.0,106.5625,Benign,Benign
6.0,32.25,312.0,930.0,0.0,6.0,32.25,Benign,Benign
330.0,349.5,36654.0,109961.0,0.0,330.0,349.5,DrDoS_UDP,Attack
45.0,45.0,6870.0,1.0,97.04027,45.0,45.0,Benign,Benign
42.0,42.0,6933.6665,1.0,96.14922,42.0,42.0,Benign,Benign
440.0,440.0,404.0,1208.0,0.0,440.0,440.0,DrDoS_NTP,Attack
0.0,0.0,36269.0,0.0,27.571756,0.0,0.0,Benign,Benign
0.0,29.6,3339509.2,58508124.0,0.13688923,0.0,29.6,Benign,Benign
440.0,440.0,29.924623,693.0,0.0,440.0,440.0,DrDoS_NTP,Attack
6.0,6.0,3483962.2,17423926.0,0.12756868,6.0,6.0,Syn,Attack
321.0,348.0,42895.6,109296.0,0.0,321.0,348.0,UDP,Attack
35.0,35.0,6855.6665,3.0,97.24316,35.0,35.0,Benign,Benign
47.0,47.0,6867.6665,2.0,97.07324,47.0,47.0,Benign,Benign
330.0,359.5,37831.332,113492.0,0.0,330.0,359.5,UDP,Attack
0.0,196.90909,54476.812,529285.0,6.8836627,0.0,196.90909,Benign,Benign
0.0,0.0,3854207.8,17241496.0,0.07413048,0.0,0.0,UDP-lag,Attack
6.0,6.0,4999956.5,24973516.0,0.088889666,6.0,6.0,Syn,Attack
0.0,0.0,1303727.5,2.0,0.6973013,0.0,0.0,Benign,Benign
516.0,516.0,1199870.0,2999986.0,0.0,516.0,516.0,TFTP,Attack
0.0,15.5,67510.6,337553.0,11.849991,0.0,15.5,Benign,Benign
0.0,0.0,2.0,2.0,0.0,0.0,0.0,Benign,Benign
406.0,406.0,1.0,1.0,0.0,406.0,406.0,MSSQL,Attack
50.0,50.0,2.0,2.0,0.0,50.0,50.0,DrDoS_UDP,Attack
1424.0,1424.0,1.0,1.0,0.0,1424.0,1424.0,LDAP,Attack
516.0,516.0,1288004.1,3006460.0,0.0,516.0,516.0,TFTP,Attack
6.0,6.0,2.0,2.0,0.0,6.0,6.0,Benign,Benign
330.0,349.5,36358.0,109072.0,0.0,330.0,349.5,DrDoS_UDP,Attack
80.0,428.75,16.74603,69.0,0.0,80.0,428.75,DrDoS_NTP,Attack
6.0,6.0,5073.0,0.0,197.12202,6.0,6.0,Benign,Benign
440.0,440.0,113.872,6425.0,0.0,440.0,440.0,DrDoS_NTP,Attack
0.0,0.0,7164.0,1.0,93.057884,0.0,0.0,Benign,Benign
516.0,516.0,1002134.3,3006399.0,0.0,516.0,516.0,TFTP,Attack
0.0,0.6666667,1199437.0,4797747.0,0.41686225,0.0,0.6666667,Benign,Benign
440.0,440.0,20.38191,303.0,0.0,440.0,440.0,DrDoS_NTP,Attack
516.0,516.0,999660.0,2998934.0,0.0,516.0,516.0,TFTP,Attack
330.0,349.5,36516.0,109546.0,0.0,330.0,349.5,DrDoS_UDP,Attack
0.0,0.0,441450.16,1.0,1.9416527,0.0,0.0,Benign,Benign
516.0,516.0,999674.3,2999021.0,0.0,516.0,516.0,TFTP,Attack
43.0,43.0,6919.3335,3.0,96.3484,43.0,43.0,Benign,Benign
0.0,121.78571,3245.2273,22964.0,126.05925,0.0,121.78571,Benign,Benign
0.0,73.30769,2426989.5,58140550.0,0.19743252,0.0,73.30769,Benign,Benign
37.0,37.0,6869.0,3.0,97.0544,37.0,37.0,Benign,Benign
6.0,6.0,7984723.0,27023192.0,0.0,6.0,6.0,Syn,Attack
0.0,0.0,2.0,2.0,0.0,0.0,0.0,Benign,Benign
46.0,46.0,6870.0,2.0,97.04027,46.0,46.0,Benign,Benign
41.0,41.0,7001.6665,3.0,95.21542,41.0,41.0,Benign,Benign
0.0,0.0,111.0,0.0,9009.009,0.0,0.0,Benign,Benign
40.0,40.0,6929.0,12.0,96.21398,40.0,40.0,Benign,Benign
41.0,41.0,6922.0,3.0,96.31128,41.0,41.0,Benign,Benign
35.0,35.0,22388.666,3.0,29.77697,35.0,35.0,Benign,Benign
224.0,396.8,575.7778,1751.0,0.0,224.0,396.8,DrDoS_NTP,Attack
116.0,116.0,1.0,1.0,0.0,116.0,116.0,DrDoS_DNS,Attack
58.0,58.0,6988.6665,1.0,95.39254,58.0,58.0,Benign,Benign
0.0,0.0,796667.7,3.0,1.1157587,0.0,0.0,Benign,Benign
516.0,516.0,999992.0,2999974.0,0.0,516.0,516.0,TFTP,Attack
6.0,6.0,2820244.2,17749864.0,0.1492965,6.0,6.0,Syn,Attack
0.0,0.0,57825.5,0.0,17.29341,0.0,0.0,Benign,Benign
6.0,6.0,78.0,0.0,12820.513,6.0,6.0,Benign,Benign
516.0,516.0,999707.3,2999120.0,0.0,516.0,516.0,TFTP,Attack
33.0,33.0,6872.3335,3.0,97.007324,33.0,33.0,Benign,Benign
516.0,516.0,1000390.3,3001169.0,0.0,516.0,516.0,TFTP,Attack
6.0,6.0,2929338.0,14039614.0,0.12048496,6.0,6.0,Syn,Attack
224.0,428.0,10995.743,383362.0,0.0,224.0,428.0,DrDoS_NTP,Attack
330.0,349.5,34978.668,104934.0,0.0,330.0,349.5,UDP,Attack
516.0,516.0,999694.0,2999080.0,0.0,516.0,516.0,TFTP,Attack
0.0,0.0,110.5,0.0,9049.773,0.0,0.0,Benign,Benign
0.0,105.0625,6581.1924,57296.0,64.28576,0.0,105.0625,Benign,Benign
440.0,440.0,8.350254,103.0,0.0,440.0,440.0,DrDoS_NTP,Attack
36.0,36.0,6921.3335,3.0,96.32056,36.0,36.0,Benign,Benign
80.0,320.0,1094.2,5417.0,0.0,80.0,320.0,DrDoS_NTP,Attack
440.0,440.0,47.761906,264.0,0.0,440.0,440.0,DrDoS_NTP,Attack
1472.0,1472.0,1.0,1.0,0.0,1472.0,1472.0,MSSQL,Attack
0.0,0.0,228.0,0.0,4385.965,0.0,0.0,Benign,Benign
80.0,427.14285,20.50909,187.0,0.0,80.0,427.14285,DrDoS_NTP,Attack
516.0,516.0,1255445.4,3146782.0,0.0,516.0,516.0,TFTP,Attack
516.0,516.0,999999.7,2999997.0,0.0,516.0,516.0,TFTP,Attack
25.0,25.0,6966.3335,1.0,95.69836,25.0,25.0,Benign,Benign
321.0,348.0,43610.0,109654.0,0.0,321.0,348.0,DrDoS_UDP,Attack
516.0,516.0,1210025.4,3049997.0,0.0,516.0,516.0,TFTP,Attack
516.0,516.0,1199601.2,2999982.0,0.0,516.0,516.0,TFTP,Attack
42.0,42.0,6971.0,2.0,95.63429,42.0,42.0,Benign,Benign
0.0,0.0,48.0,0.0,20833.334,0.0,0.0,Benign,Benign
440.0,440.0,78.92921,592.0,0.0,440.0,440.0,DrDoS_NTP,Attack
40.0,40.0,6961.6665,3.0,95.76251,40.0,40.0,Benign,Benign
32.0,32.0,7005.0,3.0,95.17012,32.0,32.0,Benign,Benign
0.0,0.0,13628.0,0.0,73.37834,0.0,0.0,Benign,Benign
25.0,25.0,6911.3335,1.0,96.45992,25.0,25.0,Benign,Benign
0.0,0.0,110.0,0.0,9090.909,0.0,0.0,Benign,Benign
0.0,30.8,142.0,562.0,0.0,0.0,30.8,Benign,Benign
1.0,1.0,9540.667,2.0,69.87632,0.0,1.0,Benign,Benign
440.0,440.0,40.6,101.0,0.0,440.0,440.0,DrDoS_NTP,Attack
0.0,0.0,2.5,3.0,0.0,0.0,0.0,Benign,Benign
25.0,25.0,6949.0,2.0,95.937065,25.0,25.0,Benign,Benign
440.0,440.0,9.758794,206.0,0.0,440.0,440.0,DrDoS_NTP,Attack
440.0,440.0,2659.2942,44703.0,0.0,440.0,440.0,DrDoS_NTP,Attack
47.0,47.0,7011.0,3.0,95.08867,47.0,47.0,Benign,Benign
224.0,396.8,0.8888889,1.0,0.0,224.0,396.8,DrDoS_NTP,Attack
34.0,34.0,7033.0,2.0,94.79122,34.0,34.0,Benign,Benign
368.0,436.4,6.4102564,92.0,0.0,368.0,436.4,DrDoS_NTP,Attack
0.0,0.0,851630.7,5054874.0,0.39140597,0.0,0.0,Benign,Benign
457.0,457.0,1.0,1.0,0.0,457.0,457.0,MSSQL,Attack
844.0,844.0,1.0,1.0,0.0,844.0,844.0,DrDoS_MSSQL,Attack
330.0,359.5,35016.668,105047.0,0.0,330.0,359.5,DrDoS_UDP,Attack
32.0,32.0,6981.3335,3.0,95.492744,32.0,32.0,Benign,Benign
6.0,16.0,1.25,2.0,0.0,6.0,16.0,Benign,Benign
42.0,42.0,6965.6665,3.0,95.70752,42.0,42.0,Benign,Benign
6.0,6.0,2262212.8,12998460.0,0.17681804,6.0,6.0,Syn,Attack
0.0,30.75,89.0,261.0,0.0,0.0,30.75,Benign,Benign
32.0,32.0,6917.3335,2.0,96.37625,32.0,32.0,Benign,Benign
6.0,6.0,90.5,0.0,11049.724,6.0,6.0,Benign,Benign
516.0,516.0,1000506.0,3001516.0,0.0,516.0,516.0,TFTP,Attack
300.0,300.0,9169237.0,17434012.0,0.0,300.0,300.0,Benign,Benign
0.0,0.0,71.5,0.0,13986.014,0.0,0.0,Benign,Benign
37.0,37.0,15088.667,2.0,44.183273,37.0,37.0,Benign,Benign
43.0,43.0,6919.0,3.0,96.353035,43.0,43.0,Benign,Benign
0.0,30.8,307.25,1225.0,0.0,0.0,30.8,Benign,Benign
516.0,516.0,1000485.0,3001453.0,0.0,516.0,516.0,TFTP,Attack
389.0,389.0,2.0,2.0,0.0,389.0,389.0,DrDoS_DNS,Attack
368.0,437.42856,222.4,1259.0,0.0,368.0,437.42856,DrDoS_NTP,Attack
43.0,43.0,6921.3335,3.0,96.32056,43.0,43.0,Benign,Benign
440.0,440.0,32.9009,555.0,0.0,440.0,440.0,DrDoS_NTP,Attack
1368.0,1368.0,1.0,1.0,0.0,1368.0,1368.0,DrDoS_LDAP,Attack
0.0,18.5,105458.664,316376.0,6.321592,0.0,18.5,Benign,Benign
6.0,6.0,3573251.0,14745259.0,0.09877313,6.0,6.0,Syn,Attack
6.0,6.0,0.5,1.0,0.0,6.0,6.0,Benign,Benign
330.0,349.5,36277.332,108784.0,0.0,330.0,349.5,DrDoS_UDP,Attack
36.0,36.0,6902.0,3.0,96.59036,36.0,36.0,Benign,Benign
6.0,32.25,202.66667,604.0,0.0,6.0,32.25,Benign,Benign
486.0,486.0,1.0,1.0,0.0,486.0,486.0,DrDoS_UDP,Attack
6.0,6.0,4266015.5,21237412.0,0.062509544,6.0,6.0,Syn,Attack
6.0,6.0,262714.0,0.0,3.8064206,6.0,6.0,Benign,Benign
43.0,43.0,6869.3335,1.0,97.04969,43.0,43.0,Benign,Benign
296.0,436.72726,4.62069,48.0,0.0,296.0,436.72726,DrDoS_NTP,Attack
0.0,0.0,51.5,0.0,19417.477,0.0,0.0,Benign,Benign
6.0,6.0,4839213.5,16592142.0,0.037571844,6.0,6.0,Syn,Attack
516.0,516.0,1000892.0,3002674.0,0.0,516.0,516.0,TFTP,Attack
0.0,0.0,141.5,0.0,7067.1377,0.0,0.0,Benign,Benign
440.0,440.0,105.17085,517.0,0.0,440.0,440.0,DrDoS_NTP,Attack
0.0,0.0,1303722.4,2.0,0.69730407,0.0,0.0,Benign,Benign
0.0,0.0,13545.0,0.0,73.82798,0.0,0.0,Benign,Benign
0.0,0.0,78.0,0.0,12820.513,0.0,0.0,Benign,Benign
6.0,6.0,110.666664,0.0,9036.145,6.0,6.0,Benign,Benign
516.0,516.0,1001114.0,3003340.0,0.0,516.0,516.0,TFTP,Attack
440.0,440.0,19.777779,115.0,0.0,440.0,440.0,DrDoS_NTP,Attack
0.0,0.0,2237608.2,9969982.0,0.0,0.0,0.0,Benign,Benign
38.0,38.0,6830.3335,3.0,97.60383,38.0,38.0,Benign,Benign
321.0,362.1,52007.42,110815.0,0.0,321.0,362.1,UDP,Attack
42.0,42.0,6871.0,2.0,97.026146,42.0,42.0,Benign,Benign
40.0,40.0,7009.3335,1.0,95.11128,40.0,40.0,Benign,Benign
516.0,516.0,1000199.7,3000598.0,0.0,516.0,516.0,TFTP,Attack
0.0,0.0,926113.8,5501542.0,0.35992697,0.0,0.0,Benign,Benign
42.0,42.0,6984.0,1.0,95.45628,42.0,42.0,Benign,Benign
516.0,516.0,999863.3,2999539.0,0.0,516.0,516.0,TFTP,Attack
439.0,439.0,2.0,2.0,0.0,439.0,439.0,DrDoS_MSSQL,Attack
47.0,47.0,7208.6665,3.0,92.48127,47.0,47.0,Benign,Benign
0.0,30.75,102.333336,305.0,0.0,0.0,30.75,Benign,Benign
6.0,6.0,122.0,242.0,0.0,6.0,6.0,Benign,Benign
0.0,79.64706,1737825.1,58904280.0,0.2961782,0.0,79.64706,Benign,Benign
6.0,6.0,4776221.5,15630855.0,0.027916068,6.0,6.0,Syn,Attack
25.0,25.0,15055.667,4.0,44.280117,25.0,25.0,Benign,Benign
440.0,440.0,12.176471,98.0,0.0,440.0,440.0,DrDoS_NTP,Attack
0.0,0.0,805997.7,1.0,1.102843,0.0,0.0,Benign,Benign
0.0,0.0,147.5,0.0,6779.661,0.0,0.0,Benign,Benign
516.0,516.0,1000371.7,3001113.0,0.0,516.0,516.0,TFTP,Attack
440.0,440.0,49.875816,565.0,0.0,440.0,440.0,DrDoS_NTP,Attack
6.0,6.0,2556808.5,16047633.0,0.15644503,6.0,6.0,Syn,Attack
47.0,47.0,7039.0,3.0,94.71043,47.0,47.0,Benign,Benign
31.0,31.0,6878.0,3.0,96.9274,31.0,31.0,Benign,Benign
6.0,6.0,5038393.0,18727958.0,0.030534767,6.0,6.0,Syn,Attack
0.0,0.0,3.5,0.0,285714.28,0.0,0.0,Benign,Benign
0.0,232.75,5667.1704,55221.0,90.10464,0.0,232.75,Benign,Benign
0.0,0.0,82734.336,248152.0,0.0,0.0,0.0,Benign,Benign
516.0,516.0,1000162.7,3000486.0,0.0,516.0,516.0,TFTP,Attack
0.0,0.0,73.0,0.0,13698.63,0.0,0.0,Benign,Benign
6.0,6.0,1.0,0.0,1000000.0,6.0,6.0,Benign,Benign
0.0,144.28572,140059.38,1065064.0,1.7849573,0.0,144.28572,Benign,Benign
516.0,516.0,999305.7,2997914.0,0.0,516.0,516.0,TFTP,Attack
0.0,37.0,21722.2,108608.0,18.414341,0.0,37.0,Benign,Benign
1424.0,1424.0,51.0,51.0,0.0,1424.0,1424.0,DrDoS_LDAP,Attack
0.0,109.16129,1107911.9,10093779.0,0.4102722,0.0,109.16129,Benign,Benign
330.0,349.5,35625.668,106874.0,0.0,330.0,349.5,UDP,Attack
516.0,516.0,1000119.7,3000359.0,0.0,516.0,516.0,TFTP,Attack
43.0,43.0,6941.0,2.0,96.04764,43.0,43.0,Benign,Benign
31.0,31.0,6905.3335,4.0,96.54373,31.0,31.0,Benign,Benign
0.0,0.0,129645.14,0.0,7.7133627,0.0,0.0,Syn,Attack
0.0,0.0,6979.6665,1.0,95.51555,0.0,0.0,Benign,Benign
0.0,0.0,171174.0,0.0,5.8420086,0.0,0.0,Benign,Benign
516.0,516.0,999913.3,2999738.0,0.0,516.0,516.0,TFTP,Attack
440.0,440.0,4.460733,47.0,0.0,440.0,440.0,DrDoS_NTP,Attack
6.0,6.0,2922049.8,18976864.0,0.13689022,6.0,6.0,Syn,Attack
6.0,32.25,100.666664,296.0,0.0,6.0,32.25,Benign,Benign
516.0,516.0,1038706.3,3116118.0,0.0,516.0,516.0,TFTP,Attack
0.0,23.0,35609.855,249267.0,16.04692,0.0,23.0,Benign,Benign
31.0,215.5,2.0,2.0,0.0,31.0,215.5,Benign,Benign
44.0,44.0,6894.0,3.0,96.702446,44.0,44.0,Benign,Benign
31.0,31.0,6918.3335,1.0,96.36232,31.0,31.0,Benign,Benign
31.0,31.0,8115.3335,2.0,82.14902,31.0,31.0,Benign,Benign
6.0,14.333333,60.42857,258.0,4728.1323,6.0,14.333333,Benign,Benign
0.0,0.0,48.5,0.0,20618.557,0.0,0.0,Benign,Benign
330.0,349.5,35701.668,107059.0,0.0,330.0,349.5,UDP,Attack
43.0,43.0,6923.6665,2.0,96.28809,43.0,43.0,Benign,Benign
296.0,437.85074,22.413534,203.0,0.0,296.0,437.85074,DrDoS_NTP,Attack
83.0,83.0,7052.6665,3.0,94.52689,83.0,83.0,Benign,Benign
0.0,73.30769,2493594.8,58660684.0,0.187715,0.0,73.30769,Benign,Benign
0.0,0.0,106.0,0.0,9433.962,0.0,0.0,Benign,Benign
368.0,437.12,18.612246,209.0,0.0,368.0,437.12,DrDoS_NTP,Attack
0.0,0.0,4184.2,0.0,238.99431,0.0,0.0,Benign,Benign
330.0,349.5,36210.332,108586.0,0.0,330.0,349.5,DrDoS_UDP,Attack
6.0,6.0,1012208.0,1012208.0,0.0,6.0,6.0,Benign,Benign
0.0,422.0,3178.28,22017.0,176.19592,0.0,422.0,Benign,Benign
440.0,440.0,5.571429,29.0,0.0,440.0,440.0,DrDoS_NTP,Attack
0.0,135.84616,7748.423,133309.0,69.49305,0.0,135.84616,Benign,Benign
31.0,31.0,6937.0,2.0,96.10302,31.0,31.0,Benign,Benign
0.0,86.90909,2994306.8,58468416.0,0.15413867,0.0,86.90909,Benign,Benign
33.0,33.0,6885.0,1.0,96.82886,33.0,33.0,Benign,Benign
32.0,32.0,7002.0,2.0,95.21089,32.0,32.0,Benign,Benign
6.0,6.0,2731214.8,15550576.0,0.13948093,6.0,6.0,Syn,Attack
38.0,38.0,8034.0,1.0,82.98067,38.0,38.0,Benign,Benign
6.0,6.0,7000585.0,36347324.0,0.03174338,6.0,6.0,Syn,Attack
0.0,23.0,18695.4,93473.0,21.395638,0.0,23.0,Benign,Benign
330.0,359.5,35053.668,105159.0,0.0,330.0,359.5,DrDoS_UDP,Attack
440.0,440.0,14.351352,101.0,0.0,440.0,440.0,DrDoS_NTP,Attack
516.0,516.0,998442.7,2995326.0,0.0,516.0,516.0,TFTP,Attack
516.0,516.0,1000334.0,3001000.0,0.0,516.0,516.0,TFTP,Attack
516.0,516.0,1200049.6,3000855.0,0.0,516.0,516.0,TFTP,Attack
43.0,43.0,7105.3335,2.0,93.82623,43.0,43.0,Benign,Benign
440.0,440.0,23.237114,132.0,0.0,440.0,440.0,DrDoS_NTP,Attack
1027.0,1027.0,1.0,1.0,0.0,1027.0,1027.0,MSSQL,Attack
516.0,516.0,214438.47,1135887.0,0.0,516.0,516.0,TFTP,Attack
32.0,35.0,7352311.0,71085690.0,0.07253955,32.0,35.0,Benign,Benign
0.0,87.2,17910.766,262704.0,26.274044,0.0,87.2,Benign,Benign
0.0,87.818184,2987562.8,58216000.0,0.15448661,0.0,87.818184,Benign,Benign
440.0,440.0,22.387754,202.0,0.0,440.0,440.0,DrDoS_NTP,Attack
80.0,430.76923,11.766233,147.0,0.0,80.0,430.76923,DrDoS_NTP,Attack
296.0,437.85074,20.699247,292.0,0.0,296.0,437.85074,DrDoS_NTP,Attack
0.0,0.0,10709.5,0.0,93.37504,0.0,0.0,Benign,Benign
42.0,42.0,19335.0,2.0,34.479786,42.0,42.0,Benign,Benign
562.0,562.0,1.0,1.0,0.0,562.0,562.0,MSSQL,Attack
